,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
177,5.0,,,,,BS,False,"['Analytics', 'Data Science', 'Data Engineering', 'Data Governance', 'Data Quality', 'Business Analytics', 'Business Process Analysis', 'Data Modelling', 'Analytical Skills']"
178,,,,,,MS,False,"['Microsoft Power BI', 'SQL Server', 'R', 'environmental data analysis', 'Geographic Information Systems', 'organizational skills', 'time management', 'communication skills']"
179,8.0,,,,,,True,"['data analysis', 'machine learning', 'data visualization', 'SQL', 'Python', 'R', 'cloud platforms', 'communication']"
180,1.0,,,95000.0,105000.0,BS,False,"['data analysis', 'healthcare claims', 'SQL', 'R', 'Python', 'Excel', 'data visualization', 'Tableau', 'Power BI', 'QlikView', 'analytical skills', 'problem-solving']"
181,6.0,,,165000.0,182000.0,BA/BS,False,"['SQL', 'Python', 'communication', 'critical thinking', 'problem solving', 'statistics']"
182,,,,,,BS,False,"['researching', 'analytical skills', 'advanced computer skills', 'Tableau', 'Microsoft Office', 'SQL', 'Bank accounting methods']"
183,2.0,0.0,0.0,81600.0,151600.0,BS,True,"['Analytical', 'Data Visualization', 'Technical Aptitude', 'Project Management', 'Solution-oriented', 'Reliable', 'Flexible', 'Strong Communication', 'Self-starter']"
184,2.0,,,,,,True,"['financial crimes', 'investigative experience', 'Oracle', 'PL/SQL', 'Microsoft SQL Server', 'T-SQL', 'analytics tools', 'R', 'Python', 'Alteryx', 'reporting tools', 'PowerBI', 'Tableau', 'Excel']"
185,3.0,,,,,BS,True,"['PostgreSQL', 'MS SQL', 'Sigma Computing', 'data visualization', 'data governance', 'healthcare data', 'customer service', 'communication', 'UI/UX', 'collaboration']"
186,0.0,,,,,MS,False,"['requirement gathering', 'Agile', 'user stories', 'system design', 'SDLC', 'communication', 'leadership', 'analytical skills', 'business acumen', 'testing', 'use cases']"
187,,,,,,MS,False,"['data analysis', 'data visualization', 'Microsoft Excel', 'communication', 'analytical skills']"
188,,35.0,40.0,,,BS,True,"['Statistics', 'Finance', 'Accounting', 'Math', 'Economics', 'Engineering', 'Analytics', 'SQL', 'Python', 'R', 'Excel', 'PowerPoint', 'Tableau', 'data acquisition', 'data manipulation', 'data cleaning', 'quantitative analysis', 'qualitative analysis', 'statistics', 'predictive modelling', 'presenting', 'collaboration']"
189,1.0,,,,,,True,"['business intelligence', 'data visualization', 'SQL', 'reporting', 'healthcare data', 'data management', 'Tableau']"
190,,,,,,BS,False,"['Power BI', 'Report Design', 'Process Automation', 'Excel', 'Presentations', 'Documentation', 'SQL Development', 'Data Quality']"
191,2.0,,,,,BS,False,"['Workday PRISM Analytics', 'UKG Dimensions', 'Human Resources analytics', 'Microsoft Excel', 'data analysis', 'BIRT', 'composite reporting', 'calculated fields', 'data visualization', 'analytical skills', 'problem-solving', 'time management', 'communication']"
192,5.0,75.0,80.0,150000.0,160000.0,BS/MS,True,"['Product management', 'data analysis', 'data visualization', 'user experience', 'ETL processes', 'Python', 'R', 'Snowflake', 'Power BI', 'Cloud']"
193,,,,,,,True,"['SQL', 'Excel', 'Python', 'Power BI', 'Tableau', 'machine learning', 'statistics', 'problem-solving', 'communication', 'transportation operations', 'delivery optimization', 'route planning', 'warehouse operations', 'inventory management', 'supply chain metrics']"
194,5.0,,,,,BS,False,"['Analytical skills', 'Communication skills', 'Excel', 'SQL', 'Data analysis tools', 'Process Improvement', 'Project Management']"
195,,,,,,BS,False,"['data analysis', 'database management', 'data visualization', 'SQL', 'Python', 'R', 'Tableau', 'Excel', 'analytical skills', 'problem-solving', 'communication', 'interpersonal skills']"
196,1.0,0.0,0.0,75000.0,85000.0,"Engineering, Construction Management, Computer Science or related",False,"['data analysis', 'SQL', 'data management', 'Power BI', 'communication', 'MS Office']"
197,,,,,,,False,"['SQL', 'big data technologies', 'Pyspark', 'BigQuery', 'Tableau', 'ETL', 'communication skills', 'relational database modeling']"
198,5.0,,,,,BS,False,"['IT environments', 'office automation', 'databases', 'leadership', 'communication']"
199,2.0,,,70500.0,151600.0,BS,True,"['Analytical', 'Data Visualization', 'Technical Aptitude', 'Project Management', 'Solution-oriented', 'Reliable', 'Flexible', 'Strong Communication', 'Self-starter']"
200,,11.0,13.0,,,BS,False,"['SQL', 'Python', 'PowerBI', 'ML', 'AI']"
201,3.0,,,,,BS,False,"['environmental', 'data collection', 'large-scale data analysis', 'esg', 'data analysis', 'time management', 'social analytics', 'enablon', 'microsoft office', 'data', 'esh', 'cross-functional collaboration', 'reporting', 'data management', 'sustainability']"
202,3.0,,,105000.0,125000.0,BS,True,"['data analysis', 'data visualization', 'data mining', 'text analytics', 'business intelligence', 'qualitative analysis', 'quantitative analysis']"
203,3.0,,,108200.0,202800.0,,False,"['SQL', 'data analysis', 'visualization tools', 'project management', 'stakeholder management', 'communication', 'financial services', 'fintech', 'Python', 'R', 'Airflow']"
204,2.0,,,,,BS,True,"['dashboarding', 'programming', 'programming languages', 'cloud databases', 'business-orientation', 'communication skills', 'intercultural communication', 'Excel', 'PowerPoint', 'Google Suite', 'teaching orientation']"
205,3.0,40.0,52.5,85000.0,105000.0,BS/MS,True,"['data cleaning', 'statistical analysis', 'data visualization', 'programming languages', 'Microsoft Excel', 'communication skills', 'team building']"
206,,,,,,,False,"['PowerBI', 'SQL', 'Python', 'data analysis', 'data visualization', 'data cleaning', 'automation', 'report auditing']"
207,5.0,,,185000.0,215000.0,,True,"['analytics', 'GTM', 'Sales', 'Marketing', 'data analytics', 'business intelligence', 'SQL', 'Tableau', 'Looker', 'Python', 'R', 'collaboration', 'strategic mindset', 'communication', 'storytelling']"
208,5.0,,,,,BS,False,"['Oracle databases', 'UNIX environment', 'Government IT', 'Office automation', 'PC databases', 'Server applications', 'Litigation support', 'Communication skills', 'Team leadership']"
209,,,,,,,True,"['Planning Analytics', 'TM1', 'cloud-based solutions', 'Python', 'SQL', 'PAX', 'PAW', 'Excel integration']"
210,5.0,60.0,70.0,,,BS,False,"['data analysis', 'data visualization', 'SQL', 'problem solving', 'Power BI', 'data manipulation']"
211,,,,,,,False,[]
212,3.0,34.0,43.0,,,BS,True,"['data analytics', 'PowerBI', 'SQL', 'Python']"
213,1.0,,,90000.0,,BS,True,"['SQL', 'SSRS', 'ETL', 'Azure DevOps', 'scripting', 'PowerBI', 'report development']"
214,3.0,,,112000.0,140000.0,BS,False,"['data science', 'analytics', 'SQL', 'Python', 'R', 'statistical concepts', 'data communication', 'data visualization', 'technical writing', 'business writing']"
215,,,,,,,False,"['SQL Reporting', 'user acceptance testing', 'production support', 'technical controls', 'BI best practices', 'SSRS', 'Excel', 'Pivot Tables', 'Relational Databases', 'Database Management', 'MS SQL Server']"
216,4.0,,,,,BS,True,"['data analysis', 'statistics', 'data visualization', 'R programming', 'Python', 'SQL', 'text analysis', 'project management']"
217,,,,,,BS,False,"['query languages', 'data management', 'data analysis', 'data visualization', 'problem solving', 'communication', 'teamwork', 'collaboration', 'cloud platforms']"
218,3.0,,,95000.0,143400.0,BS,False,"['data analysis', 'SQL', 'database management', 'data management tools', 'communication skills', 'problem-solving']"
219,4.0,,,110900.0,184800.0,BS/MS,False,"['data analysis', 'data visualization', 'statistical analysis', 'people analytics', 'SQL', 'R', 'Python', 'Tableau', 'Power BI']"
220,1.0,,,71400.0,92400.0,BS,False,"['SQL', 'WebFOCUS', 'data analysis', 'financial services', 'HR systems', 'analytic skills', 'data mining', 'problem-solving', 'organization', 'communication']"
221,3.0,,,,,BS/MS,False,"['data analytics', 'digital transformation', 'data visualization', 'storytelling', 'programming', 'Python', 'R', 'SQL', 'problem-solving', 'communication', 'consultative mindset']"
222,10.0,,,,,BS/MS,False,"['Data Analysis', 'Data Visualization', 'Data Reporting', 'Data Management', 'Data Mining', 'Data Analytics', 'Data Governance', 'Data Standards', 'Data Security', 'Data Policies', 'SQL', 'DB2', 'Oracle', 'ETL', 'Data Engineering']"
223,1.0,,,40000.0,60000.0,,True,"['Data Analysis', 'Python', 'Statistics', 'Project Management', 'Excel']"
224,,,,,,College degree,False,"['Admin support', 'reporting', 'data comparison', 'communication', 'time management', 'Tableau', 'Excel']"
225,,,,,,BS/MS,False,"['Python programming', 'machine learning', 'deep learning', 'Text Analytics', 'Natural Language Processing', 'databases']"
226,8.0,,,,,,True,"['data analysis', 'Microsoft Suite', 'requirements gathering', 'data quality', 'documentation', 'planning', 'Power BI', 'data flows', 'SQL']"
227,,,,,,BS/MS,False,"['data analysis', 'financial analysis', 'presentation', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Power BI', 'Microsoft Tools', 'communication skills']"
228,3.0,,,,,MS,False,"['front office pricing', 'C++', 'Python', 'modelling skills', 'PDEs', 'Monte Carlo methods', 'equity derivatives', 'cross-asset knowledge', 'quantitative investment strategies', 'structured products', 'cross-platform development']"
229,,50.0,65.0,,,Technical Degree,False,"['Analytical skills', 'Stakeholder management', 'BI dashboards', 'Power BI', 'Requirements gathering']"
230,,,,,,Technical Degree,False,"['analytical skills', 'stakeholder management', 'BI dashboards', 'Power BI', 'requirements gathering', 'project management', 'SQL', 'database management', 'process documentation']"
231,3.0,,,,,BS,True,"['data analysis', 'market research', 'data visualization', 'problem-solving', 'communication', 'interpersonal skills', 'organizational skills', 'customer journey', 'analytics']"
232,5.0,,,,,,False,"['SAS', 'SQL']"
233,1.0,,,,,BS/MS,False,"['data analysis', 'SQL']"
234,1.0,,,60800.0,82900.0,,False,"['Report Automation', 'Data Movement', 'Communication Effectiveness', 'Detail-Oriented', 'Data Analysis Software', 'Data Mining', 'Core Systems', 'Active Learning', 'Problem Solving', 'Listening', 'Database Structures', 'Data Administration', 'Producing Results', 'Data Gathering', 'Standard Operating Procedures', 'Highly Organized']"
235,2.0,0.0,0.0,81600.0,151600.0,BS,True,"['Analytical', 'Data Visualization', 'Technical Aptitude', 'Project Management', 'Solution-oriented', 'Reliable', 'Flexible', 'Strong Communication', 'Self-starter']"
236,,,,,,,True,"['SQL', 'PBM', 'healthcare data', 'Tableau', 'PowerBI', 'Alteryx', 'Google Cloud Platform', 'Python', 'problem-solving', 'communication', 'Agile']"
237,,,,,,,True,"['Advanced Excel', 'Powerquery', 'MS Access', 'M365 Sharepoint', 'PowerAutomate', 'PowerApps', 'resource data', 'workforce planning']"
238,3.0,,,,,BS,False,"['data analysis', 'customer service', 'project management', 'data mining', 'statistical methodologies', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'strategic planning']"
239,,23.0,34.0,,,BS,False,"['analytic skill', 'Mathematics', 'Computer Science', 'Statistics', 'Microsoft tools', 'time management', 'communication skills', 'presentation skills', 'positive attitude', 'analytical skills', 'research skills', 'Python', 'PySpark', 'SQL']"
240,3.0,50.0,60.0,,,,True,"['Azure Data Analytics', 'Synapse Analytics', 'Azure Data Factory', 'Azure SQL', 'Power BI']"
241,3.0,,,,,BS,False,"['Voice of Guest', 'Data Analysis', 'Collaboration', 'Reporting', 'Presentations', 'Customer Experience', 'Problem-solving', 'Communication']"
242,6.0,1000.0,1100.0,200000.0,220000.0,BS,True,"['SQL', 'data visualization', 'Python', 'R', 'DBT', 'data analysis']"
243,3.0,,,,,BS,True,"['data administration', 'data management', 'SharePoint', 'application development', 'data visualization', 'database systems', 'data modeling', 'problem solving', 'communication', 'teamwork']"
244,5.0,,,,,,,"['Data Analyst', 'Data Vault 2.0', 'asset management', 'SQL', 'data visualization', 'ETL', 'cloud environments', 'communication']"
245,,,,,,Associate Degree,False,"['analytical skills', 'communication skills', 'math skills', 'SQL', 'data analytics', 'mathematics', 'accounting', 'FlowCal', 'Enertia', 'FDC', 'Power BI', 'Microsoft Applications']"
246,,,,88000.0,132000.0,,True,"['competitive analysis', 'market research', 'communication', 'presentation', 'analytical skills', 'CRM experience']"
247,5.0,,,,,BS,False,"['IT environments', 'office automation', 'databases', 'communication', 'team leadership', 'system design']"
248,1.0,,,40000.0,50000.0,BS/MS,True,"['digital marketing', 'data analysis', 'Excel', 'Google Sheets', 'Python']"
249,3.0,,,,,,False,"['data analysis', 'Looker', 'SQL', 'DBT', 'Snowflake', 'attention to detail', 'communication']"
250,10.0,,,,,,False,"['data analysis', 'statistical analysis', 'data pipelines', 'visualizations', 'reporting']"
251,0.0,,,,,BS/MS,True,"['Python', 'R', 'statistical analysis', 'data visualization', 'mathematics', 'big-data platforms', 'Java', 'Scala', 'C++', 'Machine Learning', 'Cloud Computing']"
252,,,,,,BS,False,"['analytical skills', 'Excel', 'VBA', 'SQL']"
253,2.0,,,,,BS,False,"['Power BI', 'SQL', 'DAX', 'M', 'Excel', 'data visualization', 'analytical skills', 'problem-solving', 'interpersonal skills']"
254,2.0,,,80000.0,128000.0,BS,True,"['programming', 'web development', 'data engineering', 'machine learning', 'NLP', 'data analysis']"
255,3.0,,,,,BS,False,"['data analysis', 'database management', 'Python', 'process optimization', 'communication', 'team collaboration']"
256,2.0,0.0,0.0,63892.0,73476.0,BS,True,"['data analysis', 'Python', 'R', 'Power BI', 'SQL', 'geospatial analysis', 'GIS', 'problem solving', 'analytical skills', 'Microsoft Excel', 'communication']"
257,1.0,,,60800.0,82900.0,,False,"['Report Automation', 'Data Movement', 'Communication Effectiveness', 'Detail-Oriented', 'Data Analysis Software', 'Data Mining', 'Core Systems', 'Active Learning', 'Problem Solving', 'Listening', 'Database Structures', 'Data Administration', 'Producing Results', 'Data Gathering', 'Standard Operating Procedures (SOP)', 'Highly Organized']"
258,2.0,,,,,,True,"['data analysis', 'data visualization', 'Business Intelligence', 'Excel', 'digital channels', 'SQL']"
259,1.0,,,60800.0,82900.0,,True,"['Report Automation', 'Data Movement', 'Communication Effectiveness', 'Detail-Oriented', 'Data Analysis Software', 'Data Mining', 'Core Systems', 'Active Learning', 'Problem Solving', 'Listening', 'Database Structures', 'Data Administration', 'Producing Results', 'Data Gathering', 'Standard Operating Procedures', 'Highly Organized']"
260,0.0,,,,,MS,False,"['requirement gathering', 'Agile methodology', 'user stories', 'roadmaps', 'SDLC', 'communication', 'leadership', 'analytical skills', 'testing']"
261,3.0,,,,,BS,False,"['data analysis', 'SQL', 'market dynamics', 'Excel', 'pricing strategies', 'RFP management']"
262,3.0,48.0,67.0,100000.0,140000.0,,False,"['data analysis', 'reporting', 'dashboarding', 'data management', 'process improvement', 'cross-functional collaboration', 'excel', 'data visualization', 'sql', 'problem solving', 'communication', 'proactive', 'team-oriented']"
263,,,,,,PhD,False,"['machine learning', 'data analysis', 'statistical background', 'Python', 'R', 'image processing', 'cloud computing', 'problem-solving', 'communication']"
264,2.0,,,55000.0,,BS,False,"['SAP', 'ERP', 'Data Management', 'Microsoft Office', 'Excel', 'Customer Focus', 'Communication', 'Detail Orientation', 'Planning', 'Problem Solving']"
265,2.0,,,,,BS/MS,False,"['consumer insights', 'market research', 'analytics', 'statistical skills', 'data analysis', 'time management', 'Microsoft Office', 'Powerpoint', 'Excel', 'creative thinking']"
266,,,,,,BS/MS,False,"['data analysis', 'statistical techniques', 'data collection', 'database management', 'Power BI', 'communication', 'teamwork']"
267,5.0,,,80000.0,92000.0,BS/MS,True,"['data analytics', 'systems integration', 'database management', 'Microsoft Power BI', 'SharePoint', 'AI tools']"
